LocationType,Location,Single Age,TimeFrame,DataFormat,Data
State,Maryland,5,1999,Number,75102
State,Maine,5,1999,Number,15338
State,Louisiana,5,1999,Number,66221
State,Kentucky,5,1999,Number,54958
State,Kansas,5,1999,Number,38403
State,Iowa,5,1999,Number,38759
State,Indiana,5,1999,Number,85689
State,Illinois,5,1999,Number,185680
State,Idaho,5,1999,Number,19113
State,Hawaii,5,1999,Number,17126
State,Georgia,5,1999,Number,117955
State,Florida,5,1999,Number,198497
City,District of Columbia,5,1999,Number,7205
State,Delaware,5,1999,Number,10600
State,Connecticut,5,1999,Number,46916
State,Colorado,5,1999,Number,58765
State,California,5,1999,Number,543726
State,Arkansas,5,1999,Number,36008
State,Arizona,5,1999,Number,74693
State,Alaska,5,1999,Number,10275
State,Alabama,5,1999,Number,61514
Nation,United States,5,1999,Number,3999762
Nation,United States,5,2000,Number,3967834
State,Alabama,5,2000,Number,60547
State,Alaska,5,2000,Number,10004
State,Arizona,5,2000,Number,77006
State,Arkansas,5,2000,Number,35961
State,California,5,2000,Number,531957
State,Colorado,5,2000,Number,60029
State,Connecticut,5,2000,Number,46890
State,Delaware,5,2000,Number,10593
City,District of Columbia,5,2000,Number,6728
State,Florida,5,2000,Number,196715
State,Georgia,5,2000,Number,119136
State,Hawaii,5,2000,Number,16206
State,Idaho,5,2000,Number,19398
State,Illinois,5,2000,Number,182809
State,Indiana,5,2000,Number,85712
State,Iowa,5,2000,Number,38683
State,Kansas,5,2000,Number,38237
State,Kentucky,5,2000,Number,54534
State,Louisiana,5,2000,Number,64188
State,Maine,5,2000,Number,15225
State,Maryland,5,2000,Number,74468
State,Massachusetts,5,2000,Number,83275
State,Michigan,5,2000,Number,142514
State,Minnesota,5,2000,Number,68193
State,Mississippi,5,2000,Number,41627
State,Missouri,5,2000,Number,75726
State,Montana,5,2000,Number,11592
State,Nebraska,5,2000,Number,24062
State,Nevada,5,2000,Number,29803
State,New Hampshire,5,2000,Number,16740
State,New Jersey,5,2000,Number,117888
State,New Mexico,5,2000,Number,26724
State,New York,5,2000,Number,261255
State,North Carolina,5,2000,Number,108444
State,North Dakota,5,2000,Number,8202
State,Ohio,5,2000,Number,156102
State,Oklahoma,5,2000,Number,46786
State,Oregon,5,2000,Number,45152
State,Pennsylvania,5,2000,Number,156090
State,Rhode Island,5,2000,Number,13785
State,South Carolina,5,2000,Number,53840
State,South Dakota,5,2000,Number,10289
State,Tennessee,5,2000,Number,76705
State,Texas,5,2000,Number,324393
State,Utah,5,2000,Number,39250
State,Vermont,5,2000,Number,7731
State,Virginia,5,2000,Number,95832
State,Washington,5,2000,Number,81326
State,West Virginia,5,2000,Number,21070
State,Wisconsin,5,2000,Number,72120
State,Wyoming,5,2000,Number,6292
Territory,Puerto Rico,5,2000,Number,61191
Territory,Puerto Rico,5,2001,Number,60337
State,Wyoming,5,2001,Number,6162
State,Wisconsin,5,2001,Number,70605
State,West Virginia,5,2001,Number,20847
State,Washington,5,2001,Number,79900
State,Virginia,5,2001,Number,93054
State,Vermont,5,2001,Number,7256
State,Utah,5,2001,Number,39604
State,Texas,5,2001,Number,324268
State,Tennessee,5,2001,Number,76086
State,South Dakota,5,2001,Number,10390
State,South Carolina,5,2001,Number,53141
State,Rhode Island,5,2001,Number,13272
State,Pennsylvania,5,2001,Number,152263
State,Oregon,5,2001,Number,45245
State,Oklahoma,5,2001,Number,46133
State,Ohio,5,2001,Number,155042
State,North Dakota,5,2001,Number,7954
State,North Carolina,5,2001,Number,107571
State,New York,5,2001,Number,254728
State,New Mexico,5,2001,Number,26069
State,New Jersey,5,2001,Number,116959
State,New Hampshire,5,2001,Number,16311
State,Nevada,5,2001,Number,30157
State,Nebraska,5,2001,Number,23526
State,Montana,5,2001,Number,11272
State,Missouri,5,2001,Number,75459
State,Mississippi,5,2001,Number,40726
State,Minnesota,5,2001,Number,67939
State,Michigan,5,2001,Number,137944
State,Massachusetts,5,2001,Number,81278
State,Maryland,5,2001,Number,72974
State,Maine,5,2001,Number,15003
State,Louisiana,5,2001,Number,62335
State,Kentucky,5,2001,Number,53380
State,Kansas,5,2001,Number,38048
State,Iowa,5,2001,Number,38115
State,Indiana,5,2001,Number,86199
State,Illinois,5,2001,Number,178569
State,Idaho,5,2001,Number,19793
State,Hawaii,5,2001,Number,15844
State,Georgia,5,2001,Number,119455
State,Florida,5,2001,Number,195507
City,District of Columbia,5,2001,Number,6453
State,Delaware,5,2001,Number,10528
State,Connecticut,5,2001,Number,46596
State,Colorado,5,2001,Number,60091
State,California,5,2001,Number,518081
State,Arkansas,5,2001,Number,36458
State,Arizona,5,2001,Number,76385
State,Alaska,5,2001,Number,9675
State,Alabama,5,2001,Number,59383
Nation,United States,5,2001,Number,3910033
Nation,United States,5,2002,Number,3837187
State,Alabama,5,2002,Number,58624
State,Alaska,5,2002,Number,9333
State,Arizona,5,2002,Number,76588
State,Arkansas,5,2002,Number,36494
State,California,5,2002,Number,497152
State,Colorado,5,2002,Number,59928
State,Connecticut,5,2002,Number,46312
State,Delaware,5,2002,Number,10013
City,District of Columbia,5,2002,Number,6040
State,Florida,5,2002,Number,195039
State,Georgia,5,2002,Number,119563
State,Hawaii,5,2002,Number,15036
State,Idaho,5,2002,Number,20104
State,Illinois,5,2002,Number,172391
State,Indiana,5,2002,Number,84275
State,Iowa,5,2002,Number,37929
State,Kansas,5,2002,Number,37071
State,Kentucky,5,2002,Number,52912
State,Louisiana,5,2002,Number,61480
State,Maine,5,2002,Number,14844
State,Maryland,5,2002,Number,71403
State,Massachusetts,5,2002,Number,79196
State,Michigan,5,2002,Number,135221
State,Minnesota,5,2002,Number,67026
State,Mississippi,5,2002,Number,39632
State,Missouri,5,2002,Number,73928
State,Montana,5,2002,Number,11156
State,Nebraska,5,2002,Number,23379
State,Nevada,5,2002,Number,30637
State,New Hampshire,5,2002,Number,16096
State,New Jersey,5,2002,Number,114583
State,New Mexico,5,2002,Number,25115
State,New York,5,2002,Number,243956
State,North Carolina,5,2002,Number,107376
State,North Dakota,5,2002,Number,7687
State,Ohio,5,2002,Number,149804
State,Oklahoma,5,2002,Number,46296
State,Oregon,5,2002,Number,45171
State,Pennsylvania,5,2002,Number,147385
State,Rhode Island,5,2002,Number,13141
State,South Carolina,5,2002,Number,52634
State,South Dakota,5,2002,Number,10187
State,Tennessee,5,2002,Number,74933
State,Texas,5,2002,Number,323451
State,Utah,5,2002,Number,40486
State,Vermont,5,2002,Number,7049
State,Virginia,5,2002,Number,92998
State,Washington,5,2002,Number,79610
State,West Virginia,5,2002,Number,20384
State,Wisconsin,5,2002,Number,69876
State,Wyoming,5,2002,Number,6263
Territory,Puerto Rico,5,2002,Number,58797
Territory,Puerto Rico,5,2003,Number,57826
State,Wyoming,5,2003,Number,6413
State,Wisconsin,5,2003,Number,69754
State,West Virginia,5,2003,Number,20326
State,Washington,5,2003,Number,80156
State,Virginia,5,2003,Number,92629
State,Vermont,5,2003,Number,6887
State,Utah,5,2003,Number,41232
State,Texas,5,2003,Number,325058
State,Tennessee,5,2003,Number,76092
State,South Dakota,5,2003,Number,10052
State,South Carolina,5,2003,Number,53561
State,Rhode Island,5,2003,Number,13235
State,Pennsylvania,5,2003,Number,145823
State,Oregon,5,2003,Number,44686
State,Oklahoma,5,2003,Number,47603
State,Ohio,5,2003,Number,150969
State,North Dakota,5,2003,Number,7852
State,North Carolina,5,2003,Number,109611
State,New York,5,2003,Number,238853
State,New Mexico,5,2003,Number,25101
State,New Jersey,5,2003,Number,113163
State,New Hampshire,5,2003,Number,15627
State,Nevada,5,2003,Number,30233
State,Nebraska,5,2003,Number,23025
State,Montana,5,2003,Number,11048
State,Missouri,5,2003,Number,75294
State,Mississippi,5,2003,Number,40265
State,Minnesota,5,2003,Number,66955
State,Michigan,5,2003,Number,135018
State,Massachusetts,5,2003,Number,78505
State,Maryland,5,2003,Number,70099
State,Maine,5,2003,Number,14811
State,Louisiana,5,2003,Number,62452
State,Kentucky,5,2003,Number,53434
State,Kansas,5,2003,Number,37890
State,Iowa,5,2003,Number,37891
State,Indiana,5,2003,Number,85155
State,Illinois,5,2003,Number,170676
State,Idaho,5,2003,Number,19902
State,Hawaii,5,2003,Number,14823
State,Georgia,5,2003,Number,120408
State,Florida,5,2003,Number,195639
City,District of Columbia,5,2003,Number,5801
State,Delaware,5,2003,Number,10291
State,Connecticut,5,2003,Number,44809
State,Colorado,5,2003,Number,59654
State,California,5,2003,Number,483137
State,Arkansas,5,2003,Number,36534
State,Arizona,5,2003,Number,76738
State,Alaska,5,2003,Number,9472
State,Alabama,5,2003,Number,58926
Nation,United States,5,2003,Number,3823568
Nation,United States,5,2004,Number,3829607
State,Alabama,5,2004,Number,58861
State,Alaska,5,2004,Number,9229
State,Arizona,5,2004,Number,78238
State,Arkansas,5,2004,Number,36684
State,California,5,2004,Number,475477
State,Colorado,5,2004,Number,60666
State,Connecticut,5,2004,Number,45379
State,Delaware,5,2004,Number,10353
City,District of Columbia,5,2004,Number,5240
State,Florida,5,2004,Number,198367
State,Georgia,5,2004,Number,122622
State,Hawaii,5,2004,Number,14769
State,Idaho,5,2004,Number,20826
State,Illinois,5,2004,Number,168726
State,Indiana,5,2004,Number,85940
State,Iowa,5,2004,Number,38362
State,Kansas,5,2004,Number,38456
State,Kentucky,5,2004,Number,54146
State,Louisiana,5,2004,Number,62431
State,Maine,5,2004,Number,15086
State,Maryland,5,2004,Number,70970
State,Massachusetts,5,2004,Number,77171
State,Michigan,5,2004,Number,133993
State,Minnesota,5,2004,Number,67053
State,Mississippi,5,2004,Number,40264
State,Missouri,5,2004,Number,74958
State,Montana,5,2004,Number,11378
State,Nebraska,5,2004,Number,23825
State,Nevada,5,2004,Number,31489
State,New Hampshire,5,2004,Number,15368
State,New Jersey,5,2004,Number,112479
State,New Mexico,5,2004,Number,25492
State,New York,5,2004,Number,233360
State,North Carolina,5,2004,Number,111761
State,North Dakota,5,2004,Number,7596
State,Ohio,5,2004,Number,150130
State,Oklahoma,5,2004,Number,47777
State,Oregon,5,2004,Number,44704
State,Pennsylvania,5,2004,Number,145762
State,Rhode Island,5,2004,Number,12931
State,South Carolina,5,2004,Number,54065
State,South Dakota,5,2004,Number,10487
State,Tennessee,5,2004,Number,77565
State,Texas,5,2004,Number,326893
State,Utah,5,2004,Number,43051
State,Vermont,5,2004,Number,7024
State,Virginia,5,2004,Number,94245
State,Washington,5,2004,Number,80540
State,West Virginia,5,2004,Number,20514
State,Wisconsin,5,2004,Number,70465
State,Wyoming,5,2004,Number,6439
Territory,Puerto Rico,5,2004,Number,56489
Territory,Puerto Rico,5,2005,Number,56129
State,Wyoming,5,2005,Number,6524
State,Wisconsin,5,2005,Number,71541
State,West Virginia,5,2005,Number,20962
State,Washington,5,2005,Number,81630
State,Virginia,5,2005,Number,96227
State,Vermont,5,2005,Number,6839
State,Utah,5,2005,Number,44732
State,Texas,5,2005,Number,340539
State,Tennessee,5,2005,Number,79332
State,South Dakota,5,2005,Number,10510
State,South Carolina,5,2005,Number,56491
State,Rhode Island,5,2005,Number,12651
State,Pennsylvania,5,2005,Number,147323
State,Oregon,5,2005,Number,45329
State,Oklahoma,5,2005,Number,48009
State,Ohio,5,2005,Number,150960
State,North Dakota,5,2005,Number,7664
State,North Carolina,5,2005,Number,115918
State,New York,5,2005,Number,234138
State,New Mexico,5,2005,Number,26323
State,New Jersey,5,2005,Number,114045
State,New Hampshire,5,2005,Number,14953
State,Nevada,5,2005,Number,32663
State,Nebraska,5,2005,Number,23926
State,Montana,5,2005,Number,11348
State,Missouri,5,2005,Number,75362
State,Mississippi,5,2005,Number,41069
State,Minnesota,5,2005,Number,68093
State,Michigan,5,2005,Number,133508
State,Massachusetts,5,2005,Number,77005
State,Maryland,5,2005,Number,71557
State,Maine,5,2005,Number,14763
State,Louisiana,5,2005,Number,63573
State,Kentucky,5,2005,Number,54962
State,Kansas,5,2005,Number,38922
State,Iowa,5,2005,Number,38734
State,Indiana,5,2005,Number,87390
State,Illinois,5,2005,Number,170359
State,Idaho,5,2005,Number,21793
State,Hawaii,5,2005,Number,14896
State,Georgia,5,2005,Number,126830
State,Florida,5,2005,Number,204093
City,District of Columbia,5,2005,Number,5175
State,Delaware,5,2005,Number,10527
State,Connecticut,5,2005,Number,44690
State,Colorado,5,2005,Number,62719
State,California,5,2005,Number,478069
State,Arkansas,5,2005,Number,37525
State,Arizona,5,2005,Number,81418
State,Alaska,5,2005,Number,9407
State,Alabama,5,2005,Number,60112
Nation,United States,5,2005,Number,3893128
Nation,United States,5,2006,Number,4050582
State,Alabama,5,2006,Number,62772
State,Alaska,5,2006,Number,9944
State,Arizona,5,2006,Number,87957
State,Arkansas,5,2006,Number,38558
State,California,5,2006,Number,503927
State,Colorado,5,2006,Number,66996
State,Connecticut,5,2006,Number,44480
State,Delaware,5,2006,Number,10987
City,District of Columbia,5,2006,Number,6047
State,Florida,5,2006,Number,221198
State,Georgia,5,2006,Number,138514
State,Hawaii,5,2006,Number,15305
State,Idaho,5,2006,Number,22707
State,Illinois,5,2006,Number,176501
State,Indiana,5,2006,Number,89890
State,Iowa,5,2006,Number,39394
State,Kansas,5,2006,Number,39657
State,Kentucky,5,2006,Number,56446
State,Louisiana,5,2006,Number,59640
State,Maine,5,2006,Number,15016
State,Maryland,5,2006,Number,73799
State,Massachusetts,5,2006,Number,78280
State,Michigan,5,2006,Number,134224
State,Minnesota,5,2006,Number,70230
State,Mississippi,5,2006,Number,42098
State,Missouri,5,2006,Number,77603
State,Montana,5,2006,Number,11760
State,Nebraska,5,2006,Number,24909
State,Nevada,5,2006,Number,34179
State,New Hampshire,5,2006,Number,15448
State,New Jersey,5,2006,Number,113230
State,New Mexico,5,2006,Number,26382
State,New York,5,2006,Number,238954
State,North Carolina,5,2006,Number,123845
State,North Dakota,5,2006,Number,7517
State,Ohio,5,2006,Number,153986
State,Oklahoma,5,2006,Number,49419
State,Oregon,5,2006,Number,46809
State,Pennsylvania,5,2006,Number,150854
State,Rhode Island,5,2006,Number,12483
State,South Carolina,5,2006,Number,58508
State,South Dakota,5,2006,Number,10471
State,Tennessee,5,2006,Number,83321
State,Texas,5,2006,Number,367323
State,Utah,5,2006,Number,46578
State,Vermont,5,2006,Number,7001
State,Virginia,5,2006,Number,100766
State,Washington,5,2006,Number,84050
State,West Virginia,5,2006,Number,21412
State,Wisconsin,5,2006,Number,72507
State,Wyoming,5,2006,Number,6700
Territory,Puerto Rico,5,2006,Number,55082
Territory,Puerto Rico,5,2007,Number,51329
State,Wyoming,5,2007,Number,6983
State,Wisconsin,5,2007,Number,71796
State,West Virginia,5,2007,Number,21310
State,Washington,5,2007,Number,82847
State,Virginia,5,2007,Number,100415
State,Vermont,5,2007,Number,6821
State,Utah,5,2007,Number,48453
State,Texas,5,2007,Number,368683
State,Tennessee,5,2007,Number,81739
State,South Dakota,5,2007,Number,10726
State,South Carolina,5,2007,Number,58181
State,Rhode Island,5,2007,Number,12190
State,Pennsylvania,5,2007,Number,147795
State,Oregon,5,2007,Number,46294
State,Oklahoma,5,2007,Number,50790
State,Ohio,5,2007,Number,148426
State,North Dakota,5,2007,Number,7820
State,North Carolina,5,2007,Number,123116
State,New York,5,2007,Number,232431
State,New Mexico,5,2007,Number,27070
State,New Jersey,5,2007,Number,113084
State,New Hampshire,5,2007,Number,15105
State,Nevada,5,2007,Number,35709
State,Nebraska,5,2007,Number,24978
State,Montana,5,2007,Number,12085
State,Missouri,5,2007,Number,77251
State,Mississippi,5,2007,Number,40499
State,Minnesota,5,2007,Number,69311
State,Michigan,5,2007,Number,129698
State,Massachusetts,5,2007,Number,76841
State,Maryland,5,2007,Number,72466
State,Maine,5,2007,Number,14771
State,Louisiana,5,2007,Number,60034
State,Kentucky,5,2007,Number,55227
State,Kansas,5,2007,Number,40351
State,Iowa,5,2007,Number,39524
State,Indiana,5,2007,Number,87523
State,Illinois,5,2007,Number,171440
State,Idaho,5,2007,Number,23370
State,Hawaii,5,2007,Number,15208
State,Georgia,5,2007,Number,136209
State,Florida,5,2007,Number,216511
City,District of Columbia,5,2007,Number,4941
State,Delaware,5,2007,Number,10911
State,Connecticut,5,2007,Number,44139
State,Colorado,5,2007,Number,66876
State,California,5,2007,Number,488049
State,Arkansas,5,2007,Number,38999
State,Arizona,5,2007,Number,87991
State,Alaska,5,2007,Number,9585
State,Alabama,5,2007,Number,60917
Nation,United States,5,2007,Number,3993489
Nation,United States,5,2008,Number,4024297
State,Alabama,5,2008,Number,59772
State,Alaska,5,2008,Number,9724
State,Arizona,5,2008,Number,89958
State,Arkansas,5,2008,Number,38569
State,California,5,2008,Number,496480
State,Colorado,5,2008,Number,68330
State,Connecticut,5,2008,Number,44230
State,Delaware,5,2008,Number,11247
City,District of Columbia,5,2008,Number,5045
State,Florida,5,2008,Number,215671
State,Georgia,5,2008,Number,135872
State,Hawaii,5,2008,Number,15608
State,Idaho,5,2008,Number,23729
State,Illinois,5,2008,Number,170776
State,Indiana,5,2008,Number,87954
State,Iowa,5,2008,Number,40359
State,Kansas,5,2008,Number,40537
State,Kentucky,5,2008,Number,55658
State,Louisiana,5,2008,Number,59676
State,Maine,5,2008,Number,14937
State,Maryland,5,2008,Number,72227
State,Massachusetts,5,2008,Number,76682
State,Michigan,5,2008,Number,127433
State,Minnesota,5,2008,Number,71425
State,Mississippi,5,2008,Number,40670
State,Missouri,5,2008,Number,77450
State,Montana,5,2008,Number,12235
State,Nebraska,5,2008,Number,25963
State,Nevada,5,2008,Number,35708
State,New Hampshire,5,2008,Number,14945
State,New Jersey,5,2008,Number,114918
State,New Mexico,5,2008,Number,27263
State,New York,5,2008,Number,232562
State,North Carolina,5,2008,Number,122860
State,North Dakota,5,2008,Number,7961
State,Ohio,5,2008,Number,148990
State,Oklahoma,5,2008,Number,50638
State,Oregon,5,2008,Number,47065
State,Pennsylvania,5,2008,Number,149337
State,Rhode Island,5,2008,Number,12311
State,South Carolina,5,2008,Number,57943
State,South Dakota,5,2008,Number,11157
State,Tennessee,5,2008,Number,82363
State,Texas,5,2008,Number,376498
State,Utah,5,2008,Number,50023
State,Vermont,5,2008,Number,7046
State,Virginia,5,2008,Number,100070
State,Washington,5,2008,Number,84277
State,West Virginia,5,2008,Number,21541
State,Wisconsin,5,2008,Number,73042
State,Wyoming,5,2008,Number,7562
Territory,Puerto Rico,5,2008,Number,48291
Territory,Puerto Rico,5,2013,Number,41287
State,Wyoming,5,2013,Number,8280
State,Wisconsin,5,2013,Number,72929
State,West Virginia,5,2013,Number,21343
State,Washington,5,2013,Number,91567
State,Vermont,5,2013,Number,6519
State,Virginia,5,2013,Number,104814
State,Utah,5,2013,Number,53024
State,Texas,5,2013,Number,402655
State,Tennessee,5,2013,Number,84425
State,South Dakota,5,2013,Number,12306
State,South Carolina,5,2013,Number,61788
State,Rhode Island,5,2013,Number,11523
State,Pennsylvania,5,2013,Number,148588
State,Oregon,5,2013,Number,48715
State,Oklahoma,5,2013,Number,54595
State,Ohio,5,2013,Number,145150
State,North Dakota,5,2013,Number,9636
State,New York,5,2013,Number,230057
State,North Carolina,5,2013,Number,128984
State,New Mexico,5,2013,Number,29269
State,New Jersey,5,2013,Number,109602
State,New Hampshire,5,2013,Number,14145
State,Nevada,5,2013,Number,38029
State,Nebraska,5,2013,Number,26942
State,Montana,5,2013,Number,12816
State,Missouri,5,2013,Number,78659
State,Mississippi,5,2013,Number,42621
State,Minnesota,5,2013,Number,72754
State,Michigan,5,2013,Number,120406
State,Massachusetts,5,2013,Number,75058
State,Maine,5,2013,Number,14065
State,Maryland,5,2013,Number,75059
State,Louisiana,5,2013,Number,64284
State,Kentucky,5,2013,Number,57062
State,Kansas,5,2013,Number,41465
State,Iowa,5,2013,Number,41557
State,Indiana,5,2013,Number,88424
State,Illinois,5,2013,Number,167053
State,Idaho,5,2013,Number,24626
State,Hawaii,5,2013,Number,17772
State,Georgia,5,2013,Number,140644
State,Florida,5,2013,Number,222876
City,District of Columbia,5,2013,Number,6617
State,Connecticut,5,2013,Number,41216
State,Delaware,5,2013,Number,11349
State,Colorado,5,2013,Number,70696
State,California,5,2013,Number,515986
State,Arkansas,5,2013,Number,40157
State,Arizona,5,2013,Number,92667
State,Alaska,5,2013,Number,10800
State,Alabama,5,2013,Number,62171
Nation,United States,5,2013,Number,4123745
Nation,United States,5,2018,Number,4012789
State,Alabama,5,2018,Number,58300
State,Alaska,5,2018,Number,10635
State,Arizona,5,2018,Number,89427
State,Arkansas,5,2018,Number,37981
State,California,5,2018,Number,497227
State,Colorado,5,2018,Number,67907
State,Delaware,5,2018,Number,11014
State,Connecticut,5,2018,Number,37937
City,District of Columbia,5,2018,Number,8471
State,Florida,5,2018,Number,229225
State,Georgia,5,2018,Number,133641
State,Hawaii,5,2018,Number,18385
State,Idaho,5,2018,Number,24139
State,Illinois,5,2018,Number,152644
State,Indiana,5,2018,Number,85891
State,Iowa,5,2018,Number,39976
State,Kansas,5,2018,Number,39099
State,Kentucky,5,2018,Number,55666
State,Louisiana,5,2018,Number,60511
State,Maryland,5,2018,Number,73282
State,Maine,5,2018,Number,13258
State,Massachusetts,5,2018,Number,73455
State,Michigan,5,2018,Number,116045
State,Minnesota,5,2018,Number,72181
State,Mississippi,5,2018,Number,37354
State,Missouri,5,2018,Number,75144
State,Montana,5,2018,Number,12636
State,Nebraska,5,2018,Number,26538
State,Nevada,5,2018,Number,38141
State,New Hampshire,5,2018,Number,13772
State,New Jersey,5,2018,Number,105272
State,New Mexico,5,2018,Number,26387
State,New York,5,2018,Number,227074
State,North Carolina,5,2018,Number,123171
State,North Dakota,5,2018,Number,10487
State,Ohio,5,2018,Number,142154
State,Oklahoma,5,2018,Number,53806
State,Oregon,5,2018,Number,47785
State,Pennsylvania,5,2018,Number,144353
State,South Carolina,5,2018,Number,59783
State,Rhode Island,5,2018,Number,10905
State,South Dakota,5,2018,Number,12196
State,Tennessee,5,2018,Number,82166
State,Texas,5,2018,Number,406810
State,Utah,5,2018,Number,52058
State,Vermont,5,2018,Number,6087
State,Virginia,5,2018,Number,102498
State,Washington,5,2018,Number,93648
State,West Virginia,5,2018,Number,20399
State,Wisconsin,5,2018,Number,68501
State,Wyoming,5,2018,Number,7367
Territory,Puerto Rico,5,2018,Number,30134
Territory,Puerto Rico,5,2009,Number,47082
State,Wyoming,5,2009,Number,7424
State,Wisconsin,5,2009,Number,73768
State,West Virginia,5,2009,Number,21480
State,Washington,5,2009,Number,87049
State,Virginia,5,2009,Number,102986
State,Vermont,5,2009,Number,6942
State,Utah,5,2009,Number,52169
State,Texas,5,2009,Number,387274
State,Tennessee,5,2009,Number,82265
State,South Carolina,5,2009,Number,59220
State,South Dakota,5,2009,Number,11576
State,Pennsylvania,5,2009,Number,149539
State,Rhode Island,5,2009,Number,12447
State,Oregon,5,2009,Number,46690
State,Oklahoma,5,2009,Number,51639
State,Ohio,5,2009,Number,148923
State,North Dakota,5,2009,Number,8255
State,North Carolina,5,2009,Number,124328
State,New York,5,2009,Number,234441
State,New Mexico,5,2009,Number,28191
State,New Jersey,5,2009,Number,115172
State,New Hampshire,5,2009,Number,14604
State,Nevada,5,2009,Number,37205
State,Nebraska,5,2009,Number,26405
State,Missouri,5,2009,Number,78240
State,Montana,5,2009,Number,12176
State,Mississippi,5,2009,Number,41761
State,Minnesota,5,2009,Number,72967
State,Michigan,5,2009,Number,127154
State,Massachusetts,5,2009,Number,76512
State,Maryland,5,2009,Number,73187
State,Maine,5,2009,Number,15029
State,Louisiana,5,2009,Number,61678
State,Kentucky,5,2009,Number,56247
State,Kansas,5,2009,Number,40730
State,Iowa,5,2009,Number,40047
State,Indiana,5,2009,Number,89129
State,Idaho,5,2009,Number,24492
State,Illinois,5,2009,Number,172510
State,Hawaii,5,2009,Number,17562
State,Georgia,5,2009,Number,139073
State,Florida,5,2009,Number,209546
City,District of Columbia,5,2009,Number,5918
State,Delaware,5,2009,Number,11078
State,Connecticut,5,2009,Number,43946
State,Colorado,5,2009,Number,69356
State,California,5,2009,Number,502260
State,Arkansas,5,2009,Number,39236
State,Arizona,5,2009,Number,89283
State,Alaska,5,2009,Number,10123
Nation,United States,5,2009,Number,4070265
State,Alabama,5,2009,Number,61033
State,Alabama,5,2010,Number,60645
Nation,United States,5,2010,Number,4064653
State,Alaska,5,2010,Number,10290
State,Arizona,5,2010,Number,91078
State,Arkansas,5,2010,Number,39639
State,California,5,2010,Number,506219
State,Colorado,5,2010,Number,70128
State,Connecticut,5,2010,Number,43179
State,Delaware,5,2010,Number,11316
City,District of Columbia,5,2010,Number,5573
State,Florida,5,2010,Number,215672
State,Georgia,5,2010,Number,138657
State,Hawaii,5,2010,Number,16892
State,Illinois,5,2010,Number,170232
State,Idaho,5,2010,Number,24566
State,Indiana,5,2010,Number,88042
State,Iowa,5,2010,Number,40433
State,Kansas,5,2010,Number,40868
State,Kentucky,5,2010,Number,56751
State,Louisiana,5,2010,Number,61652
State,Maine,5,2010,Number,14692
State,Maryland,5,2010,Number,72894
State,Massachusetts,5,2010,Number,75447
State,Michigan,5,2010,Number,123683
State,Minnesota,5,2010,Number,71865
State,Mississippi,5,2010,Number,41456
State,Montana,5,2010,Number,12280
State,Missouri,5,2010,Number,78358
State,Nebraska,5,2010,Number,26300
State,Nevada,5,2010,Number,36779
State,New Hampshire,5,2010,Number,14927
State,New Jersey,5,2010,Number,111421
State,New Mexico,5,2010,Number,29037
State,New York,5,2010,Number,230655
State,North Carolina,5,2010,Number,126575
State,North Dakota,5,2010,Number,8526
State,Ohio,5,2010,Number,146402
State,Oklahoma,5,2010,Number,52531
State,Oregon,5,2010,Number,47342
State,Rhode Island,5,2010,Number,11983
State,Pennsylvania,5,2010,Number,148493
State,South Dakota,5,2010,Number,11710
State,South Carolina,5,2010,Number,59346
State,Tennessee,5,2010,Number,81918
State,Texas,5,2010,Number,388553
State,Utah,5,2010,Number,51649
State,Vermont,5,2010,Number,6731
State,Virginia,5,2010,Number,102676
State,Washington,5,2010,Number,86756
State,West Virginia,5,2010,Number,21026
State,Wisconsin,5,2010,Number,73017
State,Wyoming,5,2010,Number,7793
Territory,Puerto Rico,5,2010,Number,46542
Territory,Puerto Rico,5,2015,Number,38428
State,Wyoming,5,2015,Number,8133
State,Wisconsin,5,2015,Number,71012
State,West Virginia,5,2015,Number,20301
State,Washington,5,2015,Number,91505
State,Vermont,5,2015,Number,6214
State,Virginia,5,2015,Number,102404
State,Utah,5,2015,Number,51714
State,Texas,5,2015,Number,402934
State,Tennessee,5,2015,Number,80820
State,South Dakota,5,2015,Number,11980
State,South Carolina,5,2015,Number,60371
State,Pennsylvania,5,2015,Number,144886
State,Rhode Island,5,2015,Number,11062
State,Oregon,5,2015,Number,47917
State,Oklahoma,5,2015,Number,53810
State,Ohio,5,2015,Number,140865
State,North Dakota,5,2015,Number,10155
State,New York,5,2015,Number,228050
State,North Carolina,5,2015,Number,124496
State,New Mexico,5,2015,Number,27907
State,New Jersey,5,2015,Number,106675
State,New Hampshire,5,2015,Number,13620
State,Nevada,5,2015,Number,37191
State,Nebraska,5,2015,Number,26365
State,Missouri,5,2015,Number,75453
State,Montana,5,2015,Number,12447
State,Mississippi,5,2015,Number,39069
State,Minnesota,5,2015,Number,71312
State,Michigan,5,2015,Number,117347
State,Massachusetts,5,2015,Number,73478
State,Maine,5,2015,Number,13621
State,Maryland,5,2015,Number,74424
State,Louisiana,5,2015,Number,61072
State,Kentucky,5,2015,Number,54973
State,Kansas,5,2015,Number,40819
State,Iowa,5,2015,Number,40550
State,Indiana,5,2015,Number,85546
State,Idaho,5,2015,Number,23764
State,Illinois,5,2015,Number,160668
State,Hawaii,5,2015,Number,17485
State,Georgia,5,2015,Number,135542
State,Florida,5,2015,Number,219642
City,District of Columbia,5,2015,Number,7161
